frame,filename,pass_id,t,speed,yaw_rate,sharpness,n_edge,du,dv,du_mad,dv_mad,inlier8,n_edge_other,du_other,dv_other,de_nt,geometry_ok,pass_conflict,motion_ok,sharp_ok,cls,reasons
1344,260408_122926590.jpg,25,303032.452084,2.93,1.17,920.7,827,0.43,-4.85,11.66,15.41,0.045,0,nan,nan,5.675000000000001,False,False,False,True,reject,geometry+slow
1345,260408_122928107.jpg,25,303033.969686,3.39,1.12,859.7,1111,0.41,-0.51,8.34,12.33,0.125,0,nan,nan,6.425000000000001,True,False,True,True,clean,
1346,260408_122929427.jpg,25,303035.289488,3.77,0.04,829.9,2276,-1.84,-0.68,8.09,8.56,0.2,0,nan,nan,6.625,True,False,True,True,clean,
1347,260408_122930689.jpg,25,303036.551889,3.98,0.46,814.2,3021,0.21,0.29,8.48,8.25,0.209,0,nan,nan,6.2250000000000005,True,False,True,True,clean,
1348,260408_122931906.jpg,25,303037.769591,4.04,0.67,829.6,4641,-0.37,-0.82,8.33,8.24,0.255,0,nan,nan,6.4750000000000005,True,False,True,True,clean,
1349,260408_122933163.jpg,25,303039.026792,4.09,0.92,1016.9,4318,0.23,-0.09,8.1,9.17,0.214,0,nan,nan,6.275,True,False,True,True,clean,
1350,260408_122934368.jpg,25,303040.231394,4.05,0.56,891.3,3190,0.28,1.26,8.8,11.63,0.115,0,nan,nan,5.875,True,False,True,True,clean,
1351,260408_122935668.jpg,25,303041.531696,3.85,0.02,868.6,3153,1.57,-0.08,8.72,8.36,0.184,0,nan,nan,5.625,True,False,True,True,clean,
1352,260408_122937019.jpg,25,303042.882697,3.66,0.55,771.4,3506,-0.52,0.6,10.72,12.34,0.166,0,nan,nan,5.375,True,False,True,True,clean,
1353,260408_122938442.jpg,25,303044.306099,3.39,0.47,777.2,1444,-1.56,-0.87,8.09,11.02,0.133,0,nan,nan,5.775,True,False,True,True,clean,
1354,260408_122940105.jpg,25,303045.969729,3.09,1.25,1040.9,1116,-4.09,-0.73,11.2,11.92,0.118,0,nan,nan,6.525,True,False,True,True,clean,
1355,260408_122941745.jpg,25,303047.610031,2.85,3.42,1187.6,2602,5.24,1.28,13.18,9.24,0.16,0,nan,nan,6.425000000000001,True,False,False,True,usable,slow
1356,260408_122943733.jpg,25,303049.597533,2.74,5.02,1035.6,2863,0.55,0.38,10.3,13.47,0.124,0,nan,nan,9.575000000000001,True,False,False,True,usable,slow+turning
1357,260408_122945413.jpg,25,303051.278535,3.01,1.73,677.6,5331,0.24,-0.28,6.51,10.01,0.206,0,nan,nan,10.575000000000001,True,False,True,True,clean,
1358,260408_122946882.jpg,25,303052.747274,3.54,8.38,413.4,6674,-0.73,-0.49,9.71,12.88,0.17,0,nan,nan,4.175,True,False,False,True,usable,turning
1359,260408_122948097.jpg,25,303053.962875,4.4,14.65,320.5,7664,-0.15,-0.91,7.56,11.51,0.24,0,nan,nan,3.625,True,False,False,True,usable,turning
1360,260408_122949058.jpg,25,303054.924276,5.39,11.19,322.5,7841,0.34,-0.92,8.22,12.69,0.184,0,nan,nan,4.325,True,False,False,True,usable,turning
1361,260408_122949881.jpg,25,303055.747214,6.17,4.33,351.2,8618,0.14,-0.94,6.67,11.53,0.228,0,nan,nan,4.025,True,False,True,True,clean,
1362,260408_122950639.jpg,25,303056.504903,6.75,1.31,342.1,5674,0.04,-1.89,8.57,12.7,0.163,0,nan,nan,4.025,True,False,True,True,clean,
1363,260408_122951340.jpg,25,303057.206204,7.2,0.46,379.1,4348,0.39,-0.33,8.84,10.91,0.208,0,nan,nan,4.625,True,False,True,True,clean,
1364,260408_122952017.jpg,25,303057.882905,7.44,1.22,411.0,3291,-0.24,0.46,8.26,12.53,0.186,0,nan,nan,4.4750000000000005,True,False,True,True,clean,
1365,260408_122952683.jpg,25,303058.549606,7.41,1.65,471.4,3468,-0.22,0.37,7.03,12.23,0.235,0,nan,nan,4.4750000000000005,True,False,True,True,clean,
1366,260408_122953360.jpg,25,303059.226506,7.3,2.11,490.5,5367,-0.56,0.66,7.99,11.24,0.176,0,nan,nan,4.4750000000000005,True,False,True,True,clean,
1367,260408_122954047.jpg,25,303059.913707,7.18,4.62,445.5,7797,-0.79,-0.32,7.79,11.18,0.269,0,nan,nan,4.2250000000000005,True,False,True,True,clean,
1368,260408_122954745.jpg,25,303060.611608,6.94,2.41,405.6,9482,-0.3,-5.07,9.75,11.5,0.206,0,nan,nan,3.9250000000000003,True,False,True,True,clean,
1369,260408_122955508.jpg,25,303061.375309,6.29,0.7,477.4,13288,-0.21,0.08,7.5,11.89,0.263,0,nan,nan,4.2250000000000005,True,False,True,True,clean,
1370,260408_122956437.jpg,25,303062.30431,5.3,0.52,589.6,15032,0.05,1.07,7.41,9.45,0.299,0,nan,nan,4.175,True,False,True,True,clean,
1371,260408_122957489.jpg,25,303063.356112,4.7,0.53,472.1,8775,0.2,2.29,8.55,10.92,0.209,0,nan,nan,3.875,True,False,True,True,clean,
1372,260408_122958578.jpg,25,303064.445013,4.34,2.3,510.1,5351,0.61,-0.09,8.05,12.92,0.178,0,nan,nan,4.275,True,False,True,True,clean,
1373,260408_122959966.jpg,25,303065.834015,3.31,6.54,569.2,4137,1.72,1.33,9.14,10.63,0.186,0,nan,nan,5.375,True,False,False,True,usable,turning
1374,260408_123002658.jpg,25,303068.526418,2.26,16.38,591.9,3096,3.71,1.8,11.14,12.55,0.126,0,nan,nan,6.2250000000000005,True,False,False,True,usable,slow+turning
1375,260408_123004452.jpg,25,303070.31982,3.63,22.73,587.8,2594,-0.6,-5.72,8.48,13.46,0.138,0,nan,nan,5.2250000000000005,True,False,False,True,usable,turning
1376,260408_123005752.jpg,25,303071.620022,5.57,8.25,589.1,3231,0.18,-0.11,8.07,11.46,0.184,0,nan,nan,4.125,True,False,False,True,usable,turning
1377,260408_123006736.jpg,25,303072.604523,6.86,0.51,581.9,3947,-0.62,-0.58,8.86,11.07,0.225,0,nan,nan,4.175,True,False,True,True,clean,
1378,260408_123007539.jpg,25,303073.407524,7.57,0.6,725.1,4622,-1.76,-2.37,8.84,10.25,0.226,0,nan,nan,3.825,True,False,True,True,clean,
1379,260408_123008217.jpg,25,303074.085917,7.71,0.43,1002.5,7624,3.77,0.3,7.81,8.45,0.252,0,nan,nan,3.7750000000000004,True,False,True,True,clean,
1380,260408_123008872.jpg,25,303074.740618,7.62,0.14,620.6,11997,-0.78,-0.5,7.4,7.35,0.319,0,nan,nan,3.825,True,False,True,True,clean,
1381,260408_123009537.jpg,25,303075.406118,7.52,0.12,695.0,14583,-0.42,-2.45,9.59,9.02,0.268,0,nan,nan,5.425000000000001,True,False,True,True,clean,
1382,260408_123010202.jpg,25,303076.071619,7.4,0.32,1158.1,11039,0.24,-3.37,11.34,12.01,0.13,0,nan,nan,4.925000000000001,True,False,True,True,clean,
1383,260408_123010889.jpg,25,303076.75802,7.27,0.02,537.3,8237,1.44,0.25,10.1,9.82,0.193,0,nan,nan,4.275,True,False,True,True,clean,
1384,260408_123011586.jpg,25,303077.455621,6.94,0.25,407.1,8550,-0.11,0.67,8.65,10.68,0.235,0,nan,nan,3.825,True,False,True,True,clean,
1385,260408_123012375.jpg,25,303078.244022,5.89,3.87,391.4,6625,-0.97,-0.5,7.65,10.35,0.249,0,nan,nan,5.025,True,False,True,True,clean,
1386,260408_123013689.jpg,25,303079.559124,3.88,12.95,389.9,3848,0.32,0.43,9.32,12.89,0.149,0,nan,nan,5.775,True,False,False,True,usable,turning
1387,260408_123015280.jpg,25,303081.150226,2.91,20.08,491.1,4061,-0.08,0.2,7.16,6.89,0.264,0,nan,nan,5.325,True,False,False,True,usable,slow+turning
1388,260408_123017181.jpg,25,303083.051511,2.77,12.15,660.5,3141,-0.36,1.31,7.36,8.96,0.299,0,nan,nan,6.025,True,False,False,True,usable,slow+turning
1389,260408_123019004.jpg,25,303084.875005,2.71,0.79,829.8,2074,2.52,-0.81,8.65,11.89,0.155,0,nan,nan,5.925000000000001,True,False,False,True,usable,slow
1390,260408_123020830.jpg,25,303086.700831,2.7,3.23,1078.7,2379,-0.05,-2.5,6.82,11.3,0.238,0,nan,nan,6.7250000000000005,True,False,False,True,usable,slow
1391,260408_123022860.jpg,25,303088.731234,2.36,3.73,1660.9,2567,0.29,-2.12,8.29,8.97,0.233,0,nan,nan,8.925,True,False,False,True,usable,slow
1392,260408_123025445.jpg,25,303091.316237,2.01,2.6,891.1,1381,-0.24,-3.93,8.15,16.7,0.106,0,nan,nan,8.975,False,False,False,True,reject,geometry+slow
1393,260408_123114863.jpg,26,303140.741835,2.08,0.99,742.8,1592,0.37,-1.92,8.39,14.67,0.165,0,nan,nan,6.375,True,False,False,True,usable,slow
1394,260408_123116888.jpg,26,303142.767837,2.26,2.0,637.8,1224,-0.32,-0.8,7.47,11.2,0.166,2616,0.07,12.59,5.2250000000000005,True,True,False,True,usable,pass_conflict+slow
1395,260408_123119092.jpg,26,303144.972239,2.21,6.97,711.4,1369,0.44,0.13,9.08,12.28,0.212,4883,-0.53,-5.16,6.775,True,False,False,True,usable,slow+turning
1396,260408_123121559.jpg,26,303147.439743,1.73,16.06,786.6,813,-4.01,1.1,12.92,12.21,0.112,4663,0.9,5.62,11.725000000000001,True,False,False,True,usable,slow+turning
1397,260408_123123999.jpg,26,303149.880146,1.78,23.23,1697.4,775,-5.89,-0.97,13.45,7.77,0.135,3560,-2.39,-11.66,8.675,True,True,False,True,usable,pass_conflict+slow+turning
1398,260408_123159338.jpg,27,303185.224427,2.53,3.75,267.5,3764,-0.33,1.56,6.85,12.09,0.178,3973,0.39,0.48,8.125,True,False,False,True,usable,slow
1399,260408_123201018.jpg,27,303186.904129,3.11,4.08,292.9,4636,-0.17,0.75,9.02,10.46,0.181,6130,-0.41,3.09,6.525,True,False,True,True,clean,
1400,260408_123202376.jpg,27,303188.26253,3.74,4.25,293.5,4927,0.58,-0.81,7.0,15.33,0.178,6119,-0.18,0.56,4.875,True,False,True,True,clean,
1401,260408_123203667.jpg,27,303189.553532,3.82,3.28,346.0,5008,0.55,-0.03,11.79,11.85,0.149,4249,-0.54,-2.08,4.4750000000000005,True,False,True,True,clean,
1402,260408_123205031.jpg,27,303190.918134,3.31,6.75,412.9,4546,0.3,-3.06,7.96,12.04,0.181,2136,0.16,0.57,4.525,True,False,False,True,usable,turning
1403,260408_123207561.jpg,27,303193.448251,1.88,20.87,534.8,5837,-0.23,-5.25,8.83,13.71,0.121,996,0.23,1.54,8.575000000000001,True,False,False,True,usable,slow+turning
1404,260408_123209843.jpg,27,303195.730873,2.07,29.42,540.3,9566,-0.43,-0.15,8.66,8.31,0.253,0,nan,nan,10.925,True,False,False,True,usable,slow+turning
1405,260408_123211456.jpg,27,303197.344475,3.16,15.26,421.2,8997,-1.47,-0.97,10.73,12.22,0.146,0,nan,nan,5.575,True,False,False,True,usable,turning
1406,260408_123212719.jpg,27,303198.607777,3.97,2.0,348.7,11640,0.07,-0.53,5.53,12.06,0.246,0,nan,nan,5.2250000000000005,True,False,True,True,clean,
1407,260408_123213851.jpg,27,303199.739278,4.32,2.12,295.1,19429,0.12,-0.16,7.58,9.55,0.313,0,nan,nan,4.825,True,False,True,True,clean,
1408,260408_123215001.jpg,27,303200.890079,4.23,0.2,304.0,21884,-0.17,-1.25,4.12,8.53,0.369,0,nan,nan,5.025,True,False,True,True,clean,
1409,260408_123216281.jpg,27,303202.169981,3.94,1.02,369.1,12816,-0.45,-1.86,9.17,9.4,0.19,0,nan,nan,4.825,True,False,True,True,clean,
1410,260408_123217583.jpg,27,303203.471783,3.75,0.5,418.4,14341,1.29,-0.53,9.85,8.6,0.217,0,nan,nan,5.275,True,False,True,True,clean,
1411,260408_123218949.jpg,27,303204.838312,3.57,5.38,366.1,8034,0.04,-4.33,9.39,11.38,0.11,0,nan,nan,5.675000000000001,True,False,False,True,usable,turning
1412,260408_123220484.jpg,27,303206.373214,3.02,17.39,528.2,12572,0.63,-1.67,6.37,10.53,0.291,0,nan,nan,5.425000000000001,True,False,False,True,usable,turning
1413,260408_123222365.jpg,27,303208.255216,2.53,19.7,888.1,8144,1.4,-4.53,7.12,12.01,0.173,0,nan,nan,5.025,True,False,False,True,usable,slow+turning
1414,260408_123224487.jpg,27,303210.377319,2.58,8.34,629.2,5876,0.13,0.5,8.7,9.89,0.244,0,nan,nan,4.925000000000001,True,False,False,True,usable,slow+turning
1415,260408_123226300.jpg,27,303212.190821,2.8,0.58,452.9,8240,-0.2,-6.64,5.34,14.89,0.305,0,nan,nan,4.575,False,False,False,True,reject,geometry+slow
1416,260408_123227909.jpg,27,303213.799882,3.12,2.29,474.7,8499,-0.38,-5.71,4.25,16.0,0.263,0,nan,nan,5.275,True,False,True,True,clean,
1417,260408_123229374.jpg,27,303215.264884,3.6,0.03,579.9,6379,-0.06,-0.85,6.58,14.22,0.207,0,nan,nan,6.925000000000001,True,False,True,True,clean,
1418,260408_123230601.jpg,27,303216.492085,3.95,1.71,757.0,7400,-0.06,0.86,7.0,9.58,0.257,0,nan,nan,7.2250000000000005,True,False,True,True,clean,
1419,260408_123231890.jpg,27,303217.781887,3.92,0.15,548.2,4906,-0.74,-0.99,6.55,10.58,0.306,0,nan,nan,8.625,True,False,True,True,clean,
1420,260408_123233145.jpg,27,303219.036588,4.16,0.02,549.4,4736,-0.71,0.48,8.19,8.32,0.275,0,nan,nan,5.925000000000001,True,False,True,True,clean,
1421,260408_123234204.jpg,27,303220.09539,4.59,0.65,633.8,5460,0.0,0.7,10.28,9.32,0.206,0,nan,nan,5.375,True,False,True,True,clean,
1422,260408_123235263.jpg,27,303221.155391,4.7,0.81,617.9,4437,-0.44,-0.13,8.46,10.1,0.231,0,nan,nan,5.425000000000001,True,False,True,True,clean,
1423,260408_123236316.jpg,27,303222.207792,4.51,1.33,486.7,3669,0.61,2.54,8.96,11.17,0.176,0,nan,nan,5.2250000000000005,True,False,True,True,clean,
1424,260408_123237599.jpg,27,303223.491694,3.85,1.02,419.5,5291,0.43,0.02,7.4,11.98,0.263,0,nan,nan,7.025,True,False,True,True,clean,
1425,260408_123239104.jpg,27,303224.996196,3.49,0.91,572.7,6489,0.58,0.31,10.14,9.39,0.184,0,nan,nan,6.175000000000001,True,False,True,True,clean,
1426,260408_123240432.jpg,27,303226.324297,3.75,5.45,877.1,5144,-0.73,-0.03,11.32,14.17,0.094,0,nan,nan,6.675000000000001,True,False,False,True,usable,turning
1427,260408_123241762.jpg,27,303227.655199,3.67,11.39,631.3,8055,-0.01,-0.99,10.33,12.45,0.137,0,nan,nan,6.825,True,False,False,True,usable,turning
1428,260408_123243298.jpg,27,303229.190901,3.41,18.46,486.8,10299,0.43,-0.91,8.64,11.07,0.194,0,nan,nan,10.175,True,False,False,True,usable,turning
1429,260408_123244626.jpg,27,303230.519631,3.93,23.23,325.5,12460,-1.99,-3.98,7.87,11.94,0.211,0,nan,nan,5.325,True,False,False,True,usable,turning
1430,260408_123245689.jpg,27,303231.582232,4.87,17.0,322.3,10675,-0.13,0.65,8.45,9.68,0.2,0,nan,nan,5.4750000000000005,True,False,False,True,usable,turning
1431,260408_123246592.jpg,27,303232.485433,5.71,5.61,322.7,9295,-0.03,0.74,6.9,13.2,0.13,0,nan,nan,5.525,True,False,False,True,usable,turning
1432,260408_123247393.jpg,27,303233.287034,6.32,1.48,347.2,10811,-0.74,-0.5,9.63,13.22,0.165,3570,-0.51,-0.6,6.025,True,False,True,True,clean,
1433,260408_123248143.jpg,27,303234.037335,6.79,3.26,365.8,7452,-0.06,-1.34,8.6,11.77,0.152,1452,-0.59,-0.87,6.875,True,False,True,True,clean,
1434,260408_123248855.jpg,27,303234.748936,7.16,1.5,411.6,7829,0.42,-0.94,10.27,10.59,0.238,2105,0.52,3.59,5.325,True,False,True,True,clean,
1435,260408_123249544.jpg,27,303235.437837,7.44,0.27,442.6,8302,-1.62,0.65,8.02,12.29,0.276,1711,-0.46,-1.91,6.025,True,False,True,True,clean,
1436,260408_123250197.jpg,27,303236.090838,7.56,0.36,462.5,4444,4.55,-0.95,11.74,12.49,0.151,3831,-0.56,-0.15,5.325,True,False,True,True,clean,
1437,260408_123250860.jpg,27,303236.754639,7.52,1.04,456.2,2869,0.06,-0.89,9.25,11.41,0.184,4352,-0.99,-0.75,4.425,True,False,True,True,clean,
1438,260408_123251524.jpg,27,303237.418439,7.37,1.26,401.4,3733,-0.25,-0.28,8.05,10.94,0.22,6359,-0.02,-3.96,4.825,True,False,True,True,clean,
1439,260408_123252221.jpg,27,303238.11574,6.87,2.31,415.3,4700,-0.39,0.25,8.11,10.89,0.216,7046,-0.43,-0.39,3.725,True,False,True,True,clean,
1440,260408_123253045.jpg,27,303238.939841,5.67,3.4,468.3,4862,-0.02,-4.5,8.83,13.26,0.187,8463,0.15,0.22,4.2250000000000005,True,False,True,True,clean,
1441,260408_123254208.jpg,27,303240.102743,4.18,0.76,449.0,6094,0.23,-0.85,9.45,10.5,0.25,10048,-0.13,0.66,7.825,True,False,True,True,clean,
1442,260408_123255694.jpg,27,303241.588845,3.58,1.43,506.0,5092,0.82,-1.25,8.85,11.2,0.25,11726,-0.19,-0.82,5.425000000000001,True,False,True,True,clean,
1443,260408_123325924.jpg,28,303271.823585,0.72,5.31,525.1,3687,-0.77,-0.24,11.57,14.36,0.123,3021,0.83,0.85,8.125,True,False,False,True,usable,slow+turning
1444,260408_123330905.jpg,28,303276.806091,1.31,2.78,460.6,3497,-0.44,0.67,11.94,13.01,0.136,4248,-0.21,1.11,5.375,True,False,False,True,usable,slow
1445,260408_123333681.jpg,28,303279.581995,1.54,9.36,432.6,3682,-0.16,-0.78,8.36,10.82,0.191,3808,0.8,-0.14,6.025,True,False,False,True,usable,slow+turning
1446,260408_123336575.jpg,28,303282.476251,1.53,19.12,432.4,5163,0.25,-0.03,7.45,12.52,0.154,1767,-0.38,-2.49,10.525,True,False,False,True,usable,slow+turning
1447,260408_123339104.jpg,28,303285.00572,1.87,21.56,394.7,7814,-0.1,-0.28,8.9,13.26,0.157,1157,0.82,1.98,4.675,True,False,False,True,usable,slow+turning
1448,260408_123341315.jpg,28,303287.217222,2.42,12.85,385.0,9991,-0.14,0.05,8.52,10.58,0.231,414,-0.42,2.71,9.125,True,False,False,True,usable,slow+turning
1449,260408_123343223.jpg,28,303289.126145,3.07,3.24,420.9,9692,0.14,0.3,10.11,10.21,0.204,0,nan,nan,10.175,True,False,True,True,clean,
1450,260408_123344819.jpg,28,303290.722247,3.63,5.08,484.0,13296,-0.92,-0.39,7.54,9.96,0.298,0,nan,nan,4.825,True,False,False,True,usable,turning
1451,260408_123346112.jpg,28,303292.014849,3.65,3.96,590.1,12618,-0.22,-0.66,10.38,9.87,0.222,0,nan,nan,5.4750000000000005,True,False,True,True,clean,
1452,260408_123347653.jpg,28,303293.556551,3.46,1.03,645.9,8853,-0.16,-6.45,8.95,8.62,0.211,0,nan,nan,6.2250000000000005,False,False,True,True,reject,geometry
1453,260408_123410434.jpg,29,303316.34055,6.26,0.19,253.7,2488,-0.08,0.34,8.28,10.99,0.23,0,nan,nan,3.4250000000000003,True,False,True,True,clean,
1454,260408_123411296.jpg,29,303317.202652,5.46,1.59,251.2,1951,0.44,3.67,7.04,16.28,0.132,0,nan,nan,3.6750000000000003,False,False,True,True,reject,geometry
1455,260408_123412455.jpg,29,303318.362453,3.75,9.74,269.6,2121,-0.26,-0.35,6.35,10.41,0.247,0,nan,nan,4.275,True,False,False,True,usable,turning
1456,260408_123414326.jpg,29,303320.233955,2.58,18.07,293.1,4093,-0.71,0.5,4.89,4.2,0.44,0,nan,nan,6.275,True,False,False,True,usable,slow+turning
1457,260408_123416237.jpg,29,303322.145088,2.9,16.94,359.1,1324,-0.38,-4.59,6.71,12.01,0.16,0,nan,nan,7.125,True,False,False,True,usable,slow+turning
1458,260408_123417631.jpg,29,303323.53859,3.7,8.66,515.5,1823,-0.17,-8.71,1.52,6.85,0.406,0,nan,nan,5.9750000000000005,False,False,False,True,reject,geometry+turning
1459,260408_123418778.jpg,29,303324.685791,4.05,5.65,523.0,1919,0.13,-7.27,4.34,13.51,0.17,0,nan,nan,5.825,False,False,False,True,reject,geometry+turning
1460,260408_123420035.jpg,29,303325.943193,3.85,5.09,414.3,780,-0.54,1.16,10.93,8.94,0.076,0,nan,nan,5.875,False,False,False,True,reject,geometry+turning
1461,260408_123421551.jpg,29,303327.459418,3.48,4.58,338.6,1229,-0.16,1.51,7.83,8.48,0.184,0,nan,nan,5.875,True,False,True,True,clean,
1462,260408_123423080.jpg,29,303328.98882,3.32,0.99,303.6,4105,-0.29,1.02,5.88,7.67,0.354,0,nan,nan,5.4750000000000005,True,False,True,True,clean,
1463,260408_123424486.jpg,29,303330.395422,3.59,1.38,320.6,6638,-1.54,1.77,10.03,12.42,0.226,0,nan,nan,6.575,True,False,True,True,clean,
1464,260408_123425750.jpg,29,303331.659033,3.99,0.17,366.3,7771,-1.08,1.04,9.23,10.54,0.259,0,nan,nan,6.325,True,False,True,True,clean,
1465,260408_123426921.jpg,29,303332.831034,4.18,0.56,445.4,6396,0.64,0.46,8.46,13.5,0.167,0,nan,nan,5.9750000000000005,True,False,True,True,clean,
1466,260408_123428140.jpg,29,303334.049636,3.97,2.73,510.2,5688,0.76,3.88,7.51,12.24,0.165,0,nan,nan,5.7250000000000005,True,False,True,True,clean,
1467,260408_123429671.jpg,29,303335.581438,3.11,15.75,625.3,3967,0.24,-1.05,8.09,12.7,0.171,0,nan,nan,5.625,True,False,False,True,usable,turning
1468,260408_123431603.jpg,29,303337.51374,2.05,15.72,752.6,1237,-0.25,-0.43,9.81,14.73,0.067,0,nan,nan,7.825,False,False,False,True,reject,geometry+slow+turning
1469,260408_123436495.jpg,29,303342.406546,1.56,10.47,772.8,2517,0.55,-0.89,7.3,11.4,0.221,0,nan,nan,7.675000000000001,True,False,False,True,usable,slow+turning
1470,260408_123438819.jpg,29,303344.730449,2.25,9.26,789.6,2890,0.27,-0.59,7.89,8.68,0.194,0,nan,nan,6.075,True,False,False,True,usable,slow+turning
1471,260408_123440647.jpg,29,303346.558651,2.66,11.39,685.1,4621,-9.03,-5.57,8.04,9.51,0.179,0,nan,nan,5.775,False,False,False,True,reject,geometry+slow+turning
1472,260408_123442545.jpg,29,303348.457158,2.83,10.69,562.4,7179,-0.85,0.7,7.41,10.8,0.243,0,nan,nan,5.375,True,False,False,True,usable,slow+turning
1473,260408_123444211.jpg,29,303350.12376,3.01,9.52,461.8,5429,-0.75,1.86,7.24,11.8,0.187,0,nan,nan,5.825,True,False,False,True,usable,turning
1474,260408_123445714.jpg,29,303351.626262,3.15,10.02,382.0,5129,0.12,-3.94,9.94,12.12,0.116,0,nan,nan,6.425000000000001,True,False,False,True,usable,turning
1475,260408_123447248.jpg,29,303353.160763,3.09,9.88,345.5,4751,0.45,-0.31,8.33,9.09,0.165,0,nan,nan,6.4750000000000005,True,False,False,True,usable,turning
1476,260408_123448931.jpg,29,303354.844375,3.12,0.63,326.8,4638,-0.3,-0.48,9.77,13.45,0.142,0,nan,nan,6.275,True,False,True,True,clean,
1477,260408_123450460.jpg,29,303356.373377,3.23,11.92,326.5,3494,0.22,-0.26,6.68,9.84,0.304,0,nan,nan,4.775,True,False,False,True,usable,turning
1478,260408_123451967.jpg,29,303357.880779,3.57,10.73,346.5,2256,-0.3,-0.39,9.78,11.89,0.219,0,nan,nan,5.4750000000000005,True,False,False,True,usable,turning
1479,260408_123453260.jpg,29,303359.17398,3.73,0.81,418.8,2627,-0.45,3.17,7.13,8.44,0.178,0,nan,nan,5.825,True,False,True,True,clean,
1480,260408_123454630.jpg,29,303360.543982,3.55,3.3,479.1,2375,0.05,-0.4,6.68,6.02,0.3,0,nan,nan,5.175000000000001,True,False,True,True,clean,
1481,260408_123456183.jpg,29,303362.097184,2.86,5.49,469.2,3397,0.12,-0.09,3.71,4.38,0.372,0,nan,nan,7.125,True,False,False,True,usable,slow+turning
1482,260408_123500188.jpg,29,303366.10317,2.89,15.7,295.3,3957,6.82,-10.55,8.03,10.31,0.076,0,nan,nan,6.775,False,False,False,True,reject,geometry+slow+turning
1483,260408_123501887.jpg,29,303367.801868,4.94,20.92,389.4,1133,-0.41,0.43,8.74,11.07,0.115,0,nan,nan,3.825,True,False,False,True,usable,turning
1484,260408_123502939.jpg,29,303368.853769,6.51,3.17,459.4,1019,-0.62,-0.98,11.03,11.86,0.131,0,nan,nan,3.575,True,False,True,True,clean,
1485,260408_123503741.jpg,29,303369.65627,7.58,2.42,502.8,846,1.33,-2.61,7.81,12.2,0.201,0,nan,nan,3.6750000000000003,True,False,True,True,clean,
1486,260408_123504394.jpg,29,303370.309471,8.39,0.56,483.5,515,-0.72,0.12,6.92,11.44,0.143,0,nan,nan,3.7750000000000004,True,False,True,True,clean,
1487,260408_123504956.jpg,29,303370.871591,8.91,1.13,401.8,899,0.36,2.17,6.81,12.31,0.179,0,nan,nan,3.7750000000000004,True,False,True,True,clean,
1488,260408_123505506.jpg,29,303371.421191,9.2,0.99,377.3,1158,-0.68,-1.19,5.89,10.13,0.158,0,nan,nan,3.375,True,False,True,True,clean,
